instance,family,n,m,density,avg_deg,algo,algo_seed,time_limit_sec,init_heuristic,fix_policy,strong_margin,max_fix_per_round,restarts,perturb_y,ablation,LB,UB,gap,feasible,conflicts,runtime_sec,iters,stop_reason,best_time_sec,best_round,status,last_update_ts,error
DSJC500.9,dimacs,500,112437,0.9012985971943888,449.748,iterlp2_full,3,28680,smallest_last,prefix_shrink+rounded_support,0.25,10,32,1e-06,full,,166,,False,,28439.12382143736,,ERROR:AttributeError,28021.47,257,error,1770205657,'NoneType' object has no attribute 'keys'
